JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
VTE|Ventes|VT00078|20260313|445710|TVA collectée|||FA-2026-03C004|20260313|Facture Atelier Rivaud|0,00|3212,00|||20260313||
BQ|Banque|BQ00013|20260315|512000|Banque|||FA-2026-01C006|20260315|Règlement Charpentes Ozanne|12288,00|0,00|||20260315||
BQ|Banque|BQ00013|20260315|411000|Clients|C006|Charpentes Ozanne|FA-2026-01C006|20260315|Règlement Charpentes Ozanne|0,00|12288,00|LVT00012|20260315|20260315||
BQ|Banque|BQ00044|20260315|512000|Banque|||FA-2026-02C004|20260315|Règlement Atelier Rivaud|17688,00|0,00|||20260315||
BQ|Banque|BQ00044|20260315|411000|Clients|C004|Atelier Rivaud|FA-2026-02C004|20260315|Règlement Atelier Rivaud|0,00|17688,00|LVT00043|20260315|20260315||
BQ|Banque|BQ00101|20260315|635000|Impôts et taxes||||20260315|Taxes assises sur les salaires|900,00|0,00|||20260315||
BQ|Banque|BQ00101|20260315|512000|Banque||||20260315|Taxes assises sur les salaires|0,00|900,00|||20260315||
VTE|Ventes|VT00080|20260316|411000|Clients|C005|Solutions Bertholet|FA-2026-03C005|20260316|Facture Solutions Bertholet|15768,00|0,00|LVT00080|20260425|20260316||
VTE|Ventes|VT00080|20260316|706000|Prestations de services|||FA-2026-03C005|20260316|Facture Solutions Bertholet|0,00|13140,00|||20260316||
VTE|Ventes|VT00080|20260316|445710|TVA collectée|||FA-2026-03C005|20260316|Facture Solutions Bertholet|0,00|2628,00|||20260316||
ACH|Achats|AC00094|20260317|601000|Achats de matières premières|||FF-2026-03F004|20260317|Facture Transports Vialle|7800,00|0,00|||20260317||
ACH|Achats|AC00094|20260317|445660|TVA déductible|||FF-2026-03F004|20260317|Facture Transports Vialle|1560,00|0,00|||20260317||
ACH|Achats|AC00094|20260317|401000|Fournisseurs|F004|Transports Vialle|FF-2026-03F004|20260317|Facture Transports Vialle|0,00|9360,00|LAC00094|20260416|20260317||
BQ|Banque|BQ00060|20260319|401000|Fournisseurs|F004|Transports Vialle|FF-2026-02F004|20260319|Règlement Transports Vialle|8580,00|0,00|LAC00059|20260319|20260319||
BQ|Banque|BQ00060|20260319|512000|Banque|||FF-2026-02F004|20260319|Règlement Transports Vialle|0,00|8580,00|||20260319||
VTE|Ventes|VT00082|20260319|411000|Clients|C006|Charpentes Ozanne|FA-2026-03C006|20260319|Facture Charpentes Ozanne|14016,00|0,00|LVT00082|20260513|20260319||
VTE|Ventes|VT00082|20260319|706000|Prestations de services|||FA-2026-03C006|20260319|Facture Charpentes Ozanne|0,00|11680,00|||20260319||
VTE|Ventes|VT00082|20260319|445710|TVA collectée|||FA-2026-03C006|20260319|Facture Charpentes Ozanne|0,00|2336,00|||20260319||
ACH|Achats|AC00096|20260321|601000|Achats de matières premières|||FF-2026-03F005|20260321|Facture Énergie Cévennes|6600,00|0,00|||20260321||
ACH|Achats|AC00096|20260321|445660|TVA déductible|||FF-2026-03F005|20260321|Facture Énergie Cévennes|1320,00|0,00|||20260321||
ACH|Achats|AC00096|20260321|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-03F005|20260321|Facture Énergie Cévennes|0,00|7920,00|LAC00096|20260420|20260321||
BQ|Banque|BQ00052|20260322|512000|Banque|||FA-2026-02C008|20260322|Règlement Diffusion Nadaud|8040,00|0,00|||20260322||
BQ|Banque|BQ00052|20260322|411000|Clients|C008|Diffusion Nadaud|FA-2026-02C008|20260322|Règlement Diffusion Nadaud|0,00|8040,00|LVT00051|20260322|20260322||
BQ|Banque|BQ00054|20260322|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-02F001|20260322|Règlement Aciers Delmas|22440,00|0,00|LAC00053|20260322|20260322||
BQ|Banque|BQ00054|20260322|512000|Banque|||FF-2026-02F001|20260322|Règlement Aciers Delmas|0,00|22440,00|||20260322||
VTE|Ventes|VT00084|20260322|411000|Clients|C007|Escaliers Mory|FA-2026-03C007|20260322|Facture Escaliers Mory|12264,00|0,00|LVT00084|20260426|20260322||
VTE|Ventes|VT00084|20260322|706000|Prestations de services|||FA-2026-03C007|20260322|Facture Escaliers Mory|0,00|10220,00|||20260322||
VTE|Ventes|VT00084|20260322|445710|TVA collectée|||FA-2026-03C007|20260322|Facture Escaliers Mory|0,00|2044,00|||20260322||
BQ|Banque|BQ00062|20260323|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-02F005|20260323|Règlement Énergie Cévennes|7260,00|0,00|LAC00061|20260323|20260323||
BQ|Banque|BQ00062|20260323|512000|Banque|||FF-2026-02F005|20260323|Règlement Énergie Cévennes|0,00|7260,00|||20260323||
VTE|Ventes|VT00086|20260325|411000|Clients|C008|Diffusion Nadaud|FA-2026-03C008|20260325|Facture Diffusion Nadaud|8760,00|0,00|LVT00086|20260419|20260325||
VTE|Ventes|VT00086|20260325|706000|Prestations de services|||FA-2026-03C008|20260325|Facture Diffusion Nadaud|0,00|7300,00|||20260325||
VTE|Ventes|VT00086|20260325|445710|TVA collectée|||FA-2026-03C008|20260325|Facture Diffusion Nadaud|0,00|1460,00|||20260325||
BQ|Banque|BQ00042|20260327|512000|Banque|||FA-2026-02C003|20260327|Règlement Menuiseries Lafon|22512,00|0,00|||20260327||
BQ|Banque|BQ00042|20260327|411000|Clients|C003|Menuiseries Lafon|FA-2026-02C003|20260327|Règlement Menuiseries Lafon|0,00|22512,00|LVT00041|20260327|20260327||
BQ|Banque|BQ00046|20260328|512000|Banque|||FA-2026-02C005|20260328|Règlement Solutions Bertholet|14472,00|0,00|||20260328||
BQ|Banque|BQ00046|20260328|411000|Clients|C005|Solutions Bertholet|FA-2026-02C005|20260328|Règlement Solutions Bertholet|0,00|14472,00|LVT00045|20260328|20260328||
OD|Opérations diverses|OD00099|20260328|641000|Rémunérations du personnel||||20260328|Salaires du mois|28000,00|0,00|||20260328||
OD|Opérations diverses|OD00099|20260328|645000|Charges de sécurité sociale||||20260328|Charges sociales|11000,00|0,00|||20260328||
OD|Opérations diverses|OD00099|20260328|421000|Personnel — rémunérations dues||||20260328|Salaires du mois|0,00|28000,00|||20260328||
OD|Opérations diverses|OD00099|20260328|431000|Sécurité sociale||||20260328|Charges sociales|0,00|11000,00|||20260328||
BQ|Banque|BQ00100|20260328|421000|Personnel — rémunérations dues||||20260328|Virement des salaires|28000,00|0,00|||20260328||
BQ|Banque|BQ00100|20260328|431000|Sécurité sociale||||20260328|Versement des cotisations|11000,00|0,00|||20260328||
BQ|Banque|BQ00100|20260328|512000|Banque||||20260328|Paie du mois|0,00|39000,00|||20260328||
BQ|Banque|BQ00050|20260329|512000|Banque|||FA-2026-02C007|20260329|Règlement Escaliers Mory|11256,00|0,00|||20260329||
BQ|Banque|BQ00050|20260329|411000|Clients|C007|Escaliers Mory|FA-2026-02C007|20260329|Règlement Escaliers Mory|0,00|11256,00|LVT00049|20260329|20260329||
OD|Opérations diverses|OD00103|20260331|681100|Dotations aux amortissements||||20260331|Dotation du mois|2500,00|0,00|||20260331||
OD|Opérations diverses|OD00103|20260331|281500|Amortissements du matériel industriel||||20260331|Dotation du mois|0,00|2500,00|||20260331||
OD|Opérations diverses|OD00104|20260331|695000|Impôts sur les bénéfices||||20260331|Impôt sur les sociétés|2400,00|0,00|||20260331||
OD|Opérations diverses|OD00104|20260331|444000|État — impôt sur les bénéfices||||20260331|Impôt sur les sociétés|0,00|2400,00|||20260331||
BQ|Banque|BQ00105|20260331|444000|État — impôt sur les bénéfices||||20260331|Acompte d'impôt sur les sociétés|2400,00|0,00|||20260331||
BQ|Banque|BQ00105|20260331|512000|Banque||||20260331|Acompte d'impôt sur les sociétés|0,00|2400,00|||20260331||
OD|Opérations diverses|OD00106|20260331|445710|TVA collectée||||20260331|Déclaration de TVA|29200,00|0,00|||20260331||
OD|Opérations diverses|OD00106|20260331|445660|TVA déductible||||20260331|Déclaration de TVA|0,00|13260,00|||20260331||
OD|Opérations diverses|OD00106|20260331|512000|Banque||||20260331|Règlement de TVA|0,00|15940,00|||20260331||
VTE|Ventes|VT00107|20260404|411000|Clients|C001|Constructions Vallier|FA-2026-04C001|20260404|Facture Constructions Vallier|49248,00|0,00|LVT00107|20260708|20260404||
VTE|Ventes|VT00107|20260404|706000|Prestations de services|||FA-2026-04C001|20260404|Facture Constructions Vallier|0,00|41040,00|||20260404||
VTE|Ventes|VT00107|20260404|445710|TVA collectée|||FA-2026-04C001|20260404|Facture Constructions Vallier|0,00|8208,00|||20260404||
ACH|Achats|AC00123|20260405|601000|Achats de matières premières|||FF-2026-04F001|20260405|Facture Aciers Delmas|21420,00|0,00|||20260405||
ACH|Achats|AC00123|20260405|445660|TVA déductible|||FF-2026-04F001|20260405|Facture Aciers Delmas|4284,00|0,00|||20260405||
ACH|Achats|AC00123|20260405|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-04F001|20260405|Facture Aciers Delmas|0,00|25704,00|LAC00123|20260520|20260405||
ACH|Achats|AC00133|20260405|613000|Locations||||20260405|Loyer de l'atelier|4500,00|0,00|||20260405||
ACH|Achats|AC00133|20260405|626000|Frais postaux et télécommunications||||20260405|Frais généraux|1800,00|0,00|||20260405||
ACH|Achats|AC00133|20260405|445660|TVA déductible||||20260405|Loyer et frais généraux|1260,00|0,00|||20260405||
ACH|Achats|AC00133|20260405|512000|Banque||||20260405|Loyer et frais généraux|0,00|7560,00|||20260405||
BQ|Banque|BQ00137|20260405|661000|Charges d'intérêts||||20260405|Intérêts de l'emprunt|320,00|0,00|||20260405||
BQ|Banque|BQ00137|20260405|164000|Emprunts auprès des établissements de crédit||||20260405|Amortissement de l'emprunt|1800,00|0,00|||20260405||
BQ|Banque|BQ00137|20260405|512000|Banque||||20260405|Échéance d'emprunt|0,00|2120,00|||20260405||
BQ|Banque|BQ00091|20260407|401000|Fournisseurs|F002|Bois du Forez|FF-2026-03F002|20260407|Règlement Bois du Forez|17280,00|0,00|LAC00090|20260407|20260407||
BQ|Banque|BQ00091|20260407|512000|Banque|||FF-2026-03F002|20260407|Règlement Bois du Forez|0,00|17280,00|||20260407||
VTE|Ventes|VT00109|20260407|411000|Clients|C002|Groupe Ambert|FA-2026-04C002|20260407|Facture Groupe Ambert|34656,00|0,00|LVT00109|20260608|20260407||
VTE|Ventes|VT00109|20260407|706000|Prestations de services|||FA-2026-04C002|20260407|Facture Groupe Ambert|0,00|28880,00|||20260407||
VTE|Ventes|VT00109|20260407|445710|TVA collectée|||FA-2026-04C002|20260407|Facture Groupe Ambert|0,00|5776,00|||20260407||
ACH|Achats|AC00125|20260408|601000|Achats de matières premières|||FF-2026-04F002|20260408|Facture Bois du Forez|15120,00|0,00|||20260408||
ACH|Achats|AC00125|20260408|445660|TVA déductible|||FF-2026-04F002|20260408|Facture Bois du Forez|3024,00|0,00|||20260408||
ACH|Achats|AC00125|20260408|401000|Fournisseurs|F002|Bois du Forez|FF-2026-04F002|20260408|Facture Bois du Forez|0,00|18144,00|LAC00125|20260508|20260408||
BQ|Banque|BQ00003|20260409|512000|Banque|||FA-2026-01C001|20260409|Règlement Constructions Vallier|41472,00|0,00|||20260409||
BQ|Banque|BQ00003|20260409|411000|Clients|C001|Constructions Vallier|FA-2026-01C001|20260409|Règlement Constructions Vallier|0,00|41472,00|LVT00002|20260409|20260409||
BQ|Banque|BQ00040|20260410|512000|Banque|||FA-2026-02C002|20260410|Règlement Groupe Ambert|30552,00|0,00|||20260410||
BQ|Banque|BQ00040|20260410|411000|Clients|C002|Groupe Ambert|FA-2026-02C002|20260410|Règlement Groupe Ambert|0,00|30552,00|LVT00039|20260410|20260410||
VTE|Ventes|VT00111|20260410|411000|Clients|C003|Menuiseries Lafon|FA-2026-04C003|20260410|Facture Menuiseries Lafon|25536,00|0,00|LVT00111|20260525|20260410||
VTE|Ventes|VT00111|20260410|706000|Prestations de services|||FA-2026-04C003|20260410|Facture Menuiseries Lafon|0,00|21280,00|||20260410||
VTE|Ventes|VT00111|20260410|445710|TVA collectée|||FA-2026-04C003|20260410|Facture Menuiseries Lafon|0,00|4256,00|||20260410||
BQ|Banque|BQ00079|20260412|512000|Banque|||FA-2026-03C004|20260412|Règlement Atelier Rivaud|19272,00|0,00|||20260412||
BQ|Banque|BQ00079|20260412|411000|Clients|C004|Atelier Rivaud|FA-2026-03C004|20260412|Règlement Atelier Rivaud|0,00|19272,00|LVT00078|20260412|20260412||
ACH|Achats|AC00127|20260412|601000|Achats de matières premières|||FF-2026-04F003|20260412|Facture Quincaillerie Pons|11340,00|0,00|||20260412||
ACH|Achats|AC00127|20260412|445660|TVA déductible|||FF-2026-04F003|20260412|Facture Quincaillerie Pons|2268,00|0,00|||20260412||
ACH|Achats|AC00127|20260412|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-04F003|20260412|Facture Quincaillerie Pons|0,00|13608,00|LAC00127|20260611|20260412||
BQ|Banque|BQ00058|20260413|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-02F003|20260413|Règlement Quincaillerie Pons|11880,00|0,00|LAC00057|20260413|20260413||
BQ|Banque|BQ00058|20260413|512000|Banque|||FF-2026-02F003|20260413|Règlement Quincaillerie Pons|0,00|11880,00|||20260413||
VTE|Ventes|VT00113|20260413|411000|Clients|C004|Atelier Rivaud|FA-2026-04C004|20260413|Facture Atelier Rivaud|20064,00|0,00|LVT00113|20260513|20260413||
VTE|Ventes|VT00113|20260413|706000|Prestations de services|||FA-2026-04C004|20260413|Facture Atelier Rivaud|0,00|16720,00|||20260413||
VTE|Ventes|VT00113|20260413|445710|TVA collectée|||FA-2026-04C004|20260413|Facture Atelier Rivaud|0,00|3344,00|||20260413||
BQ|Banque|BQ00048|20260415|512000|Banque|||FA-2026-02C006|20260415|Règlement Charpentes Ozanne|12864,00|0,00|||20260415||
BQ|Banque|BQ00048|20260415|411000|Clients|C006|Charpentes Ozanne|FA-2026-02C006|20260415|Règlement Charpentes Ozanne|0,00|12864,00|LVT00047|20260415|20260415||
BQ|Banque|BQ00136|20260415|635000|Impôts et taxes||||20260415|Taxes assises sur les salaires|900,00|0,00|||20260415||
BQ|Banque|BQ00136|20260415|512000|Banque||||20260415|Taxes assises sur les salaires|0,00|900,00|||20260415||
BQ|Banque|BQ00095|20260416|401000|Fournisseurs|F004|Transports Vialle|FF-2026-03F004|20260416|Règlement Transports Vialle|9360,00|0,00|LAC00094|20260416|20260416||
BQ|Banque|BQ00095|20260416|512000|Banque|||FF-2026-03F004|20260416|Règlement Transports Vialle|0,00|9360,00|||20260416||
VTE|Ventes|VT00115|20260416|411000|Clients|C005|Solutions Bertholet|FA-2026-04C005|20260416|Facture Solutions Bertholet|16416,00|0,00|LVT00115|20260526|20260416||
VTE|Ventes|VT00115|20260416|706000|Prestations de services|||FA-2026-04C005|20260416|Facture Solutions Bertholet|0,00|13680,00|||20260416||
VTE|Ventes|VT00115|20260416|445710|TVA collectée|||FA-2026-04C005|20260416|Facture Solutions Bertholet|0,00|2736,00|||20260416||
ACH|Achats|AC00129|20260417|601000|Achats de matières premières|||FF-2026-04F004|20260417|Facture Transports Vialle|8190,00|0,00|||20260417||
ACH|Achats|AC00129|20260417|445660|TVA déductible|||FF-2026-04F004|20260417|Facture Transports Vialle|1638,00|0,00|||20260417||
ACH|Achats|AC00129|20260417|401000|Fournisseurs|F004|Transports Vialle|FF-2026-04F004|20260417|Facture Transports Vialle|0,00|9828,00|LAC00129|20260517|20260417||
BQ|Banque|BQ00087|20260419|512000|Banque|||FA-2026-03C008|20260419|Règlement Diffusion Nadaud|8760,00|0,00|||20260419||
BQ|Banque|BQ00087|20260419|411000|Clients|C008|Diffusion Nadaud|FA-2026-03C008|20260419|Règlement Diffusion Nadaud|0,00|8760,00|LVT00086|20260419|20260419||
BQ|Banque|BQ00089|20260419|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-03F001|20260419|Règlement Aciers Delmas|24480,00|0,00|LAC00088|20260419|20260419||
BQ|Banque|BQ00089|20260419|512000|Banque|||FF-2026-03F001|20260419|Règlement Aciers Delmas|0,00|24480,00|||20260419||
VTE|Ventes|VT00117|20260419|411000|Clients|C006|Charpentes Ozanne|FA-2026-04C006|20260419|Facture Charpentes Ozanne|14592,00|0,00|LVT00117|20260613|20260419||
VTE|Ventes|VT00117|20260419|706000|Prestations de services|||FA-2026-04C006|20260419|Facture Charpentes Ozanne|0,00|12160,00|||20260419||
VTE|Ventes|VT00117|20260419|445710|TVA collectée|||FA-2026-04C006|20260419|Facture Charpentes Ozanne|0,00|2432,00|||20260419||
BQ|Banque|BQ00097|20260420|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-03F005|20260420|Règlement Énergie Cévennes|7920,00|0,00|LAC00096|20260420|20260420||
BQ|Banque|BQ00097|20260420|512000|Banque|||FF-2026-03F005|20260420|Règlement Énergie Cévennes|0,00|7920,00|||20260420||
ACH|Achats|AC00131|20260421|601000|Achats de matières premières|||FF-2026-04F005|20260421|Facture Énergie Cévennes|6930,00|0,00|||20260421||
ACH|Achats|AC00131|20260421|445660|TVA déductible|||FF-2026-04F005|20260421|Facture Énergie Cévennes|1386,00|0,00|||20260421||
ACH|Achats|AC00131|20260421|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-04F005|20260421|Facture Énergie Cévennes|0,00|8316,00|LAC00131|20260521|20260421||
VTE|Ventes|VT00119|20260422|411000|Clients|C007|Escaliers Mory|FA-2026-04C007|20260422|Facture Escaliers Mory|12768,00|0,00|LVT00119|20260527|20260422||
VTE|Ventes|VT00119|20260422|706000|Prestations de services|||FA-2026-04C007|20260422|Facture Escaliers Mory|0,00|10640,00|||20260422||
VTE|Ventes|VT00119|20260422|445710|TVA collectée|||FA-2026-04C007|20260422|Facture Escaliers Mory|0,00|2128,00|||20260422||
BQ|Banque|BQ00077|20260424|512000|Banque|||FA-2026-03C003|20260424|Règlement Menuiseries Lafon|24528,00|0,00|||20260424||
BQ|Banque|BQ00077|20260424|411000|Clients|C003|Menuiseries Lafon|FA-2026-03C003|20260424|Règlement Menuiseries Lafon|0,00|24528,00|LVT00076|20260424|20260424||
BQ|Banque|BQ00081|20260425|512000|Banque|||FA-2026-03C005|20260425|Règlement Solutions Bertholet|15768,00|0,00|||20260425||
BQ|Banque|BQ00081|20260425|411000|Clients|C005|Solutions Bertholet|FA-2026-03C005|20260425|Règlement Solutions Bertholet|0,00|15768,00|LVT00080|20260425|20260425||
VTE|Ventes|VT00121|20260425|411000|Clients|C008|Diffusion Nadaud|FA-2026-04C008|20260425|Facture Diffusion Nadaud|9120,00|0,00|LVT00121|20260520|20260425||
VTE|Ventes|VT00121|20260425|706000|Prestations de services|||FA-2026-04C008|20260425|Facture Diffusion Nadaud|0,00|7600,00|||20260425||
VTE|Ventes|VT00121|20260425|445710|TVA collectée|||FA-2026-04C008|20260425|Facture Diffusion Nadaud|0,00|1520,00|||20260425||
BQ|Banque|BQ00085|20260426|512000|Banque|||FA-2026-03C007|20260426|Règlement Escaliers Mory|12264,00|0,00|||20260426||
BQ|Banque|BQ00085|20260426|411000|Clients|C007|Escaliers Mory|FA-2026-03C007|20260426|Règlement Escaliers Mory|0,00|12264,00|LVT00084|20260426|20260426||
OD|Opérations diverses|OD00134|20260428|641000|Rémunérations du personnel||||20260428|Salaires du mois|28000,00|0,00|||20260428||
OD|Opérations diverses|OD00134|20260428|645000|Charges de sécurité sociale||||20260428|Charges sociales|11000,00|0,00|||20260428||
OD|Opérations diverses|OD00134|20260428|421000|Personnel — rémunérations dues||||20260428|Salaires du mois|0,00|28000,00|||20260428||
OD|Opérations diverses|OD00134|20260428|431000|Sécurité sociale||||20260428|Charges sociales|0,00|11000,00|||20260428||
BQ|Banque|BQ00135|20260428|421000|Personnel — rémunérations dues||||20260428|Virement des salaires|28000,00|0,00|||20260428||
BQ|Banque|BQ00135|20260428|431000|Sécurité sociale||||20260428|Versement des cotisations|11000,00|0,00|||20260428||
BQ|Banque|BQ00135|20260428|512000|Banque||||20260428|Paie du mois|0,00|39000,00|||20260428||
OD|Opérations diverses|OD00138|20260430|681100|Dotations aux amortissements||||20260430|Dotation du mois|2500,00|0,00|||20260430||
OD|Opérations diverses|OD00138|20260430|281500|Amortissements du matériel industriel||||20260430|Dotation du mois|0,00|2500,00|||20260430||
OD|Opérations diverses|OD00139|20260430|695000|Impôts sur les bénéfices||||20260430|Impôt sur les sociétés|2400,00|0,00|||20260430||
OD|Opérations diverses|OD00139|20260430|444000|État — impôt sur les bénéfices||||20260430|Impôt sur les sociétés|0,00|2400,00|||20260430||
BQ|Banque|BQ00140|20260430|444000|État — impôt sur les bénéfices||||20260430|Acompte d'impôt sur les sociétés|2400,00|0,00|||20260430||
BQ|Banque|BQ00140|20260430|512000|Banque||||20260430|Acompte d'impôt sur les sociétés|0,00|2400,00|||20260430||
OD|Opérations diverses|OD00141|20260430|445710|TVA collectée||||20260430|Déclaration de TVA|30400,00|0,00|||20260430||
OD|Opérations diverses|OD00141|20260430|445660|TVA déductible||||20260430|Déclaration de TVA|0,00|13860,00|||20260430||
OD|Opérations diverses|OD00141|20260430|512000|Banque||||20260430|Règlement de TVA|0,00|16540,00|||20260430||
VTE|Ventes|VT00142|20260504|411000|Clients|C001|Constructions Vallier|FA-2026-05C001|20260504|Facture Constructions Vallier|51192,00|0,00|LVT00142|20260807|20260504||
VTE|Ventes|VT00142|20260504|706000|Prestations de services|||FA-2026-05C001|20260504|Facture Constructions Vallier|0,00|42660,00|||20260504||
VTE|Ventes|VT00142|20260504|445710|TVA collectée|||FA-2026-05C001|20260504|Facture Constructions Vallier|0,00|8532,00|||20260504||
ACH|Achats|AC00158|20260505|601000|Achats de matières premières|||FF-2026-05F001|20260505|Facture Aciers Delmas|22100,00|0,00|||20260505||
ACH|Achats|AC00158|20260505|445660|TVA déductible|||FF-2026-05F001|20260505|Facture Aciers Delmas|4420,00|0,00|||20260505||
ACH|Achats|AC00158|20260505|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-05F001|20260505|Facture Aciers Delmas|0,00|26520,00|LAC00158|20260619|20260505||
ACH|Achats|AC00168|20260505|613000|Locations||||20260505|Loyer de l'atelier|4500,00|0,00|||20260505||
ACH|Achats|AC00168|20260505|626000|Frais postaux et télécommunications||||20260505|Frais généraux|1800,00|0,00|||20260505||
ACH|Achats|AC00168|20260505|445660|TVA déductible||||20260505|Loyer et frais généraux|1260,00|0,00|||20260505||
ACH|Achats|AC00168|20260505|512000|Banque||||20260505|Loyer et frais généraux|0,00|7560,00|||20260505||
BQ|Banque|BQ00172|20260505|661000|Charges d'intérêts||||20260505|Intérêts de l'emprunt|320,00|0,00|||20260505||
BQ|Banque|BQ00172|20260505|164000|Emprunts auprès des établissements de crédit||||20260505|Amortissement de l'emprunt|1800,00|0,00|||20260505||
BQ|Banque|BQ00172|20260505|512000|Banque||||20260505|Échéance d'emprunt|0,00|2120,00|||20260505||
VTE|Ventes|VT00144|20260507|411000|Clients|C002|Groupe Ambert|FA-2026-05C002|20260507|Facture Groupe Ambert|36024,00|0,00|LVT00144|20260708|20260507||
VTE|Ventes|VT00144|20260507|706000|Prestations de services|||FA-2026-05C002|20260507|Facture Groupe Ambert|0,00|30020,00|||20260507||
VTE|Ventes|VT00144|20260507|445710|TVA collectée|||FA-2026-05C002|20260507|Facture Groupe Ambert|0,00|6004,00|||20260507||
BQ|Banque|BQ00075|20260508|512000|Banque|||FA-2026-03C002|20260508|Règlement Groupe Ambert|33288,00|0,00|||20260508||
BQ|Banque|BQ00075|20260508|411000|Clients|C002|Groupe Ambert|FA-2026-03C002|20260508|Règlement Groupe Ambert|0,00|33288,00|LVT00074|20260508|20260508||
BQ|Banque|BQ00126|20260508|401000|Fournisseurs|F002|Bois du Forez|FF-2026-04F002|20260508|Règlement Bois du Forez|18144,00|0,00|LAC00125|20260508|20260508||
BQ|Banque|BQ00126|20260508|512000|Banque|||FF-2026-04F002|20260508|Règlement Bois du Forez|0,00|18144,00|||20260508||
ACH|Achats|AC00160|20260508|601000|Achats de matières premières|||FF-2026-05F002|20260508|Facture Bois du Forez|15600,00|0,00|||20260508||
ACH|Achats|AC00160|20260508|445660|TVA déductible|||FF-2026-05F002|20260508|Facture Bois du Forez|3120,00|0,00|||20260508||
ACH|Achats|AC00160|20260508|401000|Fournisseurs|F002|Bois du Forez|FF-2026-05F002|20260508|Facture Bois du Forez|0,00|18720,00|LAC00160|20260607|20260508||
BQ|Banque|BQ00038|20260510|512000|Banque|||FA-2026-02C001|20260510|Règlement Constructions Vallier|43416,00|0,00|||20260510||
BQ|Banque|BQ00038|20260510|411000|Clients|C001|Constructions Vallier|FA-2026-02C001|20260510|Règlement Constructions Vallier|0,00|43416,00|LVT00037|20260510|20260510||
VTE|Ventes|VT00146|20260510|411000|Clients|C003|Menuiseries Lafon|FA-2026-05C003|20260510|Facture Menuiseries Lafon|26544,00|0,00|LVT00146|20260624|20260510||
VTE|Ventes|VT00146|20260510|706000|Prestations de services|||FA-2026-05C003|20260510|Facture Menuiseries Lafon|0,00|22120,00|||20260510||
VTE|Ventes|VT00146|20260510|445710|TVA collectée|||FA-2026-05C003|20260510|Facture Menuiseries Lafon|0,00|4424,00|||20260510||
BQ|Banque|BQ00093|20260511|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-03F003|20260511|Règlement Quincaillerie Pons|12960,00|0,00|LAC00092|20260511|20260511||
BQ|Banque|BQ00093|20260511|512000|Banque|||FF-2026-03F003|20260511|Règlement Quincaillerie Pons|0,00|12960,00|||20260511||
ACH|Achats|AC00162|20260512|601000|Achats de matières premières|||FF-2026-05F003|20260512|Facture Quincaillerie Pons|11700,00|0,00|||20260512||
ACH|Achats|AC00162|20260512|445660|TVA déductible|||FF-2026-05F003|20260512|Facture Quincaillerie Pons|2340,00|0,00|||20260512||
ACH|Achats|AC00162|20260512|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-05F003|20260512|Facture Quincaillerie Pons|0,00|14040,00|LAC00162|20260711|20260512||
BQ|Banque|BQ00083|20260513|512000|Banque|||FA-2026-03C006|20260513|Règlement Charpentes Ozanne|14016,00|0,00|||20260513||
BQ|Banque|BQ00083|20260513|411000|Clients|C006|Charpentes Ozanne|FA-2026-03C006|20260513|Règlement Charpentes Ozanne|0,00|14016,00|LVT00082|20260513|20260513||
BQ|Banque|BQ00114|20260513|512000|Banque|||FA-2026-04C004|20260513|Règlement Atelier Rivaud|20064,00|0,00|||20260513||
BQ|Banque|BQ00114|20260513|411000|Clients|C004|Atelier Rivaud|FA-2026-04C004|20260513|Règlement Atelier Rivaud|0,00|20064,00|LVT00113|20260513|20260513||
VTE|Ventes|VT00148|20260513|411000|Clients|C004|Atelier Rivaud|FA-2026-05C004|20260513|Facture Atelier Rivaud|20856,00|0,00|LVT00148|20260612|20260513||
VTE|Ventes|VT00148|20260513|706000|Prestations de services|||FA-2026-05C004|20260513|Facture Atelier Rivaud|0,00|17380,00|||20260513||
VTE|Ventes|VT00148|20260513|445710|TVA collectée|||FA-2026-05C004|20260513|Facture Atelier Rivaud|0,00|3476,00|||20260513||
BQ|Banque|BQ00171|20260515|635000|Impôts et taxes||||20260515|Taxes assises sur les salaires|900,00|0,00|||20260515||
BQ|Banque|BQ00171|20260515|512000|Banque||||20260515|Taxes assises sur les salaires|0,00|900,00|||20260515||
VTE|Ventes|VT00150|20260516|411000|Clients|C005|Solutions Bertholet|FA-2026-05C005|20260516|Facture Solutions Bertholet|17064,00|0,00|LVT00150|20260625|20260516||
VTE|Ventes|VT00150|20260516|706000|Prestations de services|||FA-2026-05C005|20260516|Facture Solutions Bertholet|0,00|14220,00|||20260516||
